"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__system1_period","__system2_period","__atr_mult_long_trail","__atr_mult_short_trail","__profit_atr_mult_long","__profit_atr_mult_short"
21479.74,214.7974,2412.55,24.1255,100.0,44.0,"44/100",4.9152,10000.0,"","",21479.74,214.7974,19674.75,196.7475,1821.54,18.2154,27411.89,274.1189,24408.31,"",3003.58,"",5915.6,59.156,4733.56,"",1182.04,"",4.9152,5.1564,2.541,371.79,"","",214.96,249.05,86.74,72829.0,728.29,728.29,-51349.26,1.3985,2.089,100.0,79.0,21.0,"","","",44.0,35.0,9.0,56.0,44.0,12.0,44.0,44.3,42.86,214.96,"",249.05,"",86.74,"",623.0,19.3979,697.38,"",333.73,"",105.64,3.8679,107.58,"",98.5,"",5.8974,6.4824,3.3881,8118.06,8118.06,1184.87,176.7277,"","",29.62,"","",269.3,269.3,138.26,9.0614,"","",4.55,"","",96.0,103.0,70.0,196.0,"","",18.0,"","",21.08,19.89,2.83,214.7974,196.7475,18.2154,"","","","",7976.14,"","","","","",0.0,"",15402.0,154.02,21920.9,219.66,21920.9,219.66,219.66,"30天",1188.25,11.8825,2412.55,24.1255,2412.55,24.1255,0.2075,12004.82,"","","","Rank 77.",89.0,144.0,9.0,5.0,4.0,3.0
21479.74,214.7974,2412.55,24.1255,100.0,44.0,"44/100",4.9152,10000.0,"","",21479.74,214.7974,19674.75,196.7475,1821.54,18.2154,27411.89,274.1189,24408.31,"",3003.58,"",5915.6,59.156,4733.56,"",1182.04,"",4.9152,5.1564,2.541,371.79,"","",214.96,249.05,86.74,72829.0,728.29,728.29,-51349.26,1.3985,2.089,100.0,79.0,21.0,"","","",44.0,35.0,9.0,56.0,44.0,12.0,44.0,44.3,42.86,214.96,"",249.05,"",86.74,"",623.0,19.3979,697.38,"",333.73,"",105.64,3.8679,107.58,"",98.5,"",5.8974,6.4824,3.3881,8118.06,8118.06,1184.87,176.7277,"","",29.62,"","",269.3,269.3,138.26,9.0614,"","",4.55,"","",96.0,103.0,70.0,196.0,"","",18.0,"","",21.08,19.89,2.83,214.7974,196.7475,18.2154,"","","","",7976.14,"","","","","",0.0,"",15402.0,154.02,21920.9,219.66,21920.9,219.66,219.66,"30天",1188.25,11.8825,2412.55,24.1255,2412.55,24.1255,0.2075,12004.82,"","","","Rank 78.",89.0,144.0,9.0,5.0,4.0,3.0
21479.74,214.7974,2412.55,24.1255,100.0,44.0,"44/100",4.9152,10000.0,"","",21479.74,214.7974,19674.75,196.7475,1821.54,18.2154,27411.89,274.1189,24408.31,"",3003.58,"",5915.6,59.156,4733.56,"",1182.04,"",4.9152,5.1564,2.541,371.79,"","",214.96,249.05,86.74,72829.0,728.29,728.29,-51349.26,1.3985,2.089,100.0,79.0,21.0,"","","",44.0,35.0,9.0,56.0,44.0,12.0,44.0,44.3,42.86,214.96,"",249.05,"",86.74,"",623.0,19.3979,697.38,"",333.73,"",105.64,3.8679,107.58,"",98.5,"",5.8974,6.4824,3.3881,8118.06,8118.06,1184.87,176.7277,"","",29.62,"","",269.3,269.3,138.26,9.0614,"","",4.55,"","",96.0,103.0,70.0,196.0,"","",18.0,"","",21.08,19.89,2.83,214.7974,196.7475,18.2154,"","","","",7976.14,"","","","","",0.0,"",15402.0,154.02,21920.9,219.66,21920.9,219.66,219.66,"30天",1188.25,11.8825,2412.55,24.1255,2412.55,24.1255,0.2075,12004.82,"","","","Rank 79.",89.0,144.0,9.0,5.0,4.0,3.0
21735.23,217.3523,2612.92,26.1292,102.0,48.04,"49/102",5.2316,10000.0,"","",21735.23,217.3523,19745.28,197.4528,2007.02,20.0702,27371.51,273.7151,24173.03,"",3198.48,"",5619.21,56.1921,4427.75,"",1191.46,"",5.2316,5.4594,2.6845,379.01,"","",213.26,249.94,87.26,72829.0,728.29,728.29,-51093.77,1.2016,1.7779,102.0,79.0,23.0,"","","",49.0,36.0,13.0,53.0,43.0,10.0,48.04,45.57,56.52,213.26,"",249.94,"",87.26,"",558.6,17.2265,671.47,"",246.04,"",106.02,3.9306,102.97,"",119.15,"",5.2688,6.521,2.065,8195.91,8195.91,778.36,165.6856,"","",29.94,"","",258.21,258.21,143.72,8.4643,"","",4.6,"","",91.0,107.0,36.0,171.0,"","",16.0,"","",21.24,19.94,3.1,217.3523,197.4528,20.0702,"","","","",8417.66,"","","","","",0.0,"",15699.0,156.99,22141.13,221.94,22141.13,221.94,221.94,"29天",1303.56,13.0356,2612.92,26.1292,2612.92,26.1292,0.2364,12290.25,"","","","Rank 80.",55.0,144.0,9.0,3.0,4.0,3.0
21020.44,210.2044,2577.96,25.7796,96.0,43.75,"42/96",5.0996,10000.0,"","",21020.44,210.2044,18885.6,188.856,2150.86,21.5086,26665.68,266.6568,23575.57,"",3090.11,"",5629.22,56.2922,4689.97,"",939.25,"",5.0996,5.0268,3.29,357.13,"","",219.13,242.12,119.49,72829.0,728.29,728.29,-51808.56,1.2328,1.8268,96.0,78.0,18.0,"","","",42.0,35.0,7.0,54.0,43.0,11.0,43.75,44.87,38.89,219.13,"",242.12,"",119.49,"",634.9,19.5402,673.59,"",441.44,"",104.24,3.8814,109.07,"",85.39,"",6.0908,6.1758,5.1697,7823.71,7823.71,1606.6,170.3242,"","",29.34,"","",269.3,269.3,132.35,9.0614,"","",4.78,"","",108.0,112.0,90.0,222.0,"","",19.0,"","",20.78,19.35,3.3,210.2044,188.856,21.5086,"","","","",7805.58,"","","","","",0.0,"",15108.0,151.08,21526.47,215.71,21526.47,215.71,215.71,"28天",1233.02,12.3302,2577.96,25.7796,2577.96,25.7796,0.2075,11422.03,"","","","Rank 81.",89.0,144.0,10.0,6.0,5.0,4.0
21576.52,215.7652,2639.51,26.3951,100.0,44.0,"44/100",5.1447,10000.0,"","",21576.52,215.7652,19745.28,197.4528,1848.03,18.4803,27281.47,272.8147,24173.03,"",3108.44,"",5688.16,56.8816,4427.75,"",1260.41,"",5.1447,5.4594,2.4662,371.4,"","",215.93,249.94,88.0,72829.0,728.29,728.29,-51252.48,1.1941,1.7664,100.0,79.0,21.0,"","","",44.0,36.0,8.0,56.0,43.0,13.0,44.0,45.57,38.1,215.93,"",249.94,"",88.0,"",620.03,18.9197,671.47,"",388.55,"",101.57,3.7596,102.97,"",96.95,"",6.1045,6.521,4.0077,8195.91,8195.91,1200.36,165.6856,"","",30.04,"","",258.21,258.21,143.72,8.4643,"","",4.54,"","",99.0,107.0,71.0,201.0,"","",19.0,"","",21.14,19.94,2.87,215.7652,197.4528,18.4803,"","","","",8356.19,"","","","","",0.0,"",15585.0,155.85,22038.57,220.91,22038.57,220.91,220.91,"32天",1320.77,13.2077,2639.51,26.3951,2639.51,26.3951,0.2364,12210.01,"","","","Rank 82.",55.0,144.0,9.0,5.0,4.0,3.0
21576.52,215.7652,2639.51,26.3951,100.0,44.0,"44/100",5.1447,10000.0,"","",21576.52,215.7652,19745.28,197.4528,1848.03,18.4803,27281.47,272.8147,24173.03,"",3108.44,"",5688.16,56.8816,4427.75,"",1260.41,"",5.1447,5.4594,2.4662,371.4,"","",215.93,249.94,88.0,72829.0,728.29,728.29,-51252.48,1.1941,1.7664,100.0,79.0,21.0,"","","",44.0,36.0,8.0,56.0,43.0,13.0,44.0,45.57,38.1,215.93,"",249.94,"",88.0,"",620.03,18.9197,671.47,"",388.55,"",101.57,3.7596,102.97,"",96.95,"",6.1045,6.521,4.0077,8195.91,8195.91,1200.36,165.6856,"","",30.04,"","",258.21,258.21,143.72,8.4643,"","",4.54,"","",99.0,107.0,71.0,201.0,"","",19.0,"","",21.14,19.94,2.87,215.7652,197.4528,18.4803,"","","","",8356.19,"","","","","",0.0,"",15585.0,155.85,22038.57,220.91,22038.57,220.91,220.91,"32天",1320.77,13.2077,2639.51,26.3951,2639.51,26.3951,0.2364,12210.01,"","","","Rank 83.",55.0,144.0,9.0,5.0,4.0,3.0
21576.52,215.7652,2639.51,26.3951,100.0,44.0,"44/100",5.1447,10000.0,"","",21576.52,215.7652,19745.28,197.4528,1848.03,18.4803,27281.47,272.8147,24173.03,"",3108.44,"",5688.16,56.8816,4427.75,"",1260.41,"",5.1447,5.4594,2.4662,371.4,"","",215.93,249.94,88.0,72829.0,728.29,728.29,-51252.48,1.1941,1.7664,100.0,79.0,21.0,"","","",44.0,36.0,8.0,56.0,43.0,13.0,44.0,45.57,38.1,215.93,"",249.94,"",88.0,"",620.03,18.9197,671.47,"",388.55,"",101.57,3.7596,102.97,"",96.95,"",6.1045,6.521,4.0077,8195.91,8195.91,1200.36,165.6856,"","",30.04,"","",258.21,258.21,143.72,8.4643,"","",4.54,"","",99.0,107.0,71.0,201.0,"","",19.0,"","",21.14,19.94,2.87,215.7652,197.4528,18.4803,"","","","",8356.19,"","","","","",0.0,"",15585.0,155.85,22038.57,220.91,22038.57,220.91,220.91,"32天",1320.77,13.2077,2639.51,26.3951,2639.51,26.3951,0.2364,12210.01,"","","","Rank 84.",55.0,144.0,9.0,5.0,4.0,3.0
21576.52,215.7652,2639.51,26.3951,100.0,44.0,"44/100",5.1447,10000.0,"","",21576.52,215.7652,19745.28,197.4528,1848.03,18.4803,27281.47,272.8147,24173.03,"",3108.44,"",5688.16,56.8816,4427.75,"",1260.41,"",5.1447,5.4594,2.4662,371.4,"","",215.93,249.94,88.0,72829.0,728.29,728.29,-51252.48,1.1941,1.7664,100.0,79.0,21.0,"","","",44.0,36.0,8.0,56.0,43.0,13.0,44.0,45.57,38.1,215.93,"",249.94,"",88.0,"",620.03,18.9197,671.47,"",388.55,"",101.57,3.7596,102.97,"",96.95,"",6.1045,6.521,4.0077,8195.91,8195.91,1200.36,165.6856,"","",30.04,"","",258.21,258.21,143.72,8.4643,"","",4.54,"","",99.0,107.0,71.0,201.0,"","",19.0,"","",21.14,19.94,2.87,215.7652,197.4528,18.4803,"","","","",8356.19,"","","","","",0.0,"",15585.0,155.85,22038.57,220.91,22038.57,220.91,220.91,"32天",1320.77,13.2077,2639.51,26.3951,2639.51,26.3951,0.2364,12210.01,"","","","Rank 85.",55.0,144.0,9.0,5.0,4.0,3.0
21576.52,215.7652,2639.51,26.3951,100.0,44.0,"44/100",5.1447,10000.0,"","",21576.52,215.7652,19745.28,197.4528,1848.03,18.4803,27281.47,272.8147,24173.03,"",3108.44,"",5688.16,56.8816,4427.75,"",1260.41,"",5.1447,5.4594,2.4662,371.4,"","",215.93,249.94,88.0,72829.0,728.29,728.29,-51252.48,1.1941,1.7664,100.0,79.0,21.0,"","","",44.0,36.0,8.0,56.0,43.0,13.0,44.0,45.57,38.1,215.93,"",249.94,"",88.0,"",620.03,18.9197,671.47,"",388.55,"",101.57,3.7596,102.97,"",96.95,"",6.1045,6.521,4.0077,8195.91,8195.91,1200.36,165.6856,"","",30.04,"","",258.21,258.21,143.72,8.4643,"","",4.54,"","",99.0,107.0,71.0,201.0,"","",19.0,"","",21.14,19.94,2.87,215.7652,197.4528,18.4803,"","","","",8356.19,"","","","","",0.0,"",15585.0,155.85,22038.57,220.91,22038.57,220.91,220.91,"32天",1320.77,13.2077,2639.51,26.3951,2639.51,26.3951,0.2364,12210.01,"","","","Rank 86.",55.0,144.0,9.0,5.0,4.0,3.0
21660.25,216.6025,2700.59,27.0059,104.0,44.23,"46/104",5.0294,10000.0,"","",21660.25,216.6025,19809.78,198.0978,1867.49,18.6749,27394.74,273.9474,24278.3,"",3116.44,"",5717.47,57.1747,4468.52,"",1248.95,"",5.0294,5.4332,2.4952,379.61,"","",208.43,238.67,88.93,72829.0,728.29,728.29,-51168.75,1.1952,1.7687,104.0,83.0,21.0,"","","",46.0,37.0,9.0,58.0,46.0,12.0,44.23,44.58,42.86,208.43,"",238.67,"",88.93,"",595.54,18.3312,656.17,"",346.27,"",98.58,3.7266,97.14,"",104.08,"",6.0412,6.7549,3.327,8195.91,8195.91,1200.36,165.6856,"","",29.92,"","",258.21,258.21,143.72,8.4705,"","",4.52,"","",95.0,101.0,71.0,193.0,"","",18.0,"","",21.19,19.98,2.9,216.6025,198.0978,18.6749,"","","","",8388.62,"","","","","",0.0,"",15577.0,155.77,22122.3,221.75,22122.3,221.75,221.75,"33天",1343.12,13.4312,2700.59,27.0059,2700.59,27.0059,0.2364,12121.68,"","","","Rank 87.",55.0,144.0,9.0,5.0,3.0,4.0
21660.25,216.6025,2700.59,27.0059,104.0,44.23,"46/104",5.0294,10000.0,"","",21660.25,216.6025,19809.78,198.0978,1867.49,18.6749,27394.74,273.9474,24278.3,"",3116.44,"",5717.47,57.1747,4468.52,"",1248.95,"",5.0294,5.4332,2.4952,379.61,"","",208.43,238.67,88.93,72829.0,728.29,728.29,-51168.75,1.1952,1.7687,104.0,83.0,21.0,"","","",46.0,37.0,9.0,58.0,46.0,12.0,44.23,44.58,42.86,208.43,"",238.67,"",88.93,"",595.54,18.3312,656.17,"",346.27,"",98.58,3.7266,97.14,"",104.08,"",6.0412,6.7549,3.327,8195.91,8195.91,1200.36,165.6856,"","",29.92,"","",258.21,258.21,143.72,8.4705,"","",4.52,"","",95.0,101.0,71.0,193.0,"","",18.0,"","",21.19,19.98,2.9,216.6025,198.0978,18.6749,"","","","",8388.62,"","","","","",0.0,"",15577.0,155.77,22122.3,221.75,22122.3,221.75,221.75,"33天",1343.12,13.4312,2700.59,27.0059,2700.59,27.0059,0.2364,12121.68,"","","","Rank 88.",55.0,144.0,9.0,5.0,3.0,4.0
20418.53,204.1853,2654.48,26.5448,115.0,40.87,"47/115",3.9364,10000.0,"","",20418.53,204.1853,19351.75,193.5175,1085.45,10.8545,27914.48,279.1448,25061.17,"",2853.31,"",7477.28,74.7728,5709.42,"",1767.86,"",3.9364,4.3894,1.614,418.52,"","",177.72,219.9,40.2,72829.0,728.29,728.29,-52410.47,1.3359,1.992,115.0,88.0,27.0,"","","",47.0,36.0,11.0,68.0,52.0,16.0,40.87,40.91,40.74,177.72,"",219.9,"",40.2,"",593.93,18.5692,696.14,"",259.39,"",109.96,4.0908,109.8,"",110.49,"",5.4013,6.3401,2.3476,8428.29,8428.29,1184.87,185.806,"","",30.19,"","",269.3,269.3,160.52,9.0614,"","",3.6,"","",88.0,98.0,56.0,189.0,"","",18.0,"","",20.39,19.67,1.73,204.1853,193.5175,10.8545,"","","","",7582.08,"","","","","",0.0,"0天",15289.0,152.89,21179.86,216.97,21179.86,216.97,216.97,"32天",1267.92,12.6792,2654.48,26.5448,2654.48,26.5448,2.3854,11338.69,"","","","Rank 89.",89.0,89.0,9.0,5.0,5.0,5.0
20991.14,209.9114,2786.67,27.8667,122.0,44.26,"54/122",4.134,10000.0,"","",20991.14,209.9114,19818.43,198.1843,1192.31,11.9231,28362.54,283.6254,25297.0,"",3065.54,"",7351.8,73.518,5478.57,"",1873.23,"",4.134,4.6174,1.6365,442.39,"","",172.22,215.41,39.74,72829.0,728.29,728.29,-51837.86,1.1591,1.7146,122.0,92.0,30.0,"","","",54.0,40.0,14.0,68.0,52.0,16.0,44.26,43.48,46.67,172.22,"",215.41,"",39.74,"",525.23,16.2271,632.42,"",218.97,"",108.11,4.1081,105.36,"",117.08,"",4.8583,6.0025,1.8703,8680.54,8680.54,778.36,174.4017,"","",30.61,"","",258.21,258.21,173.26,10.6412,"","",3.51,"","",80.0,96.0,31.0,161.0,"","",16.0,"","",20.76,19.99,1.9,209.9114,198.1843,11.9231,"","","","",8129.48,"","","","","",0.0,"0天",15937.0,159.37,21751.16,222.93,21751.16,222.93,222.93,"36天",1374.49,13.7449,2786.67,27.8667,2786.67,27.8667,2.4293,12104.85,"","","","Rank 90.",55.0,89.0,9.0,3.0,4.0,3.0
20991.14,209.9114,2786.67,27.8667,122.0,44.26,"54/122",4.134,10000.0,"","",20991.14,209.9114,19818.43,198.1843,1192.31,11.9231,28362.54,283.6254,25297.0,"",3065.54,"",7351.8,73.518,5478.57,"",1873.23,"",4.134,4.6174,1.6365,442.39,"","",172.22,215.41,39.74,72829.0,728.29,728.29,-51837.86,1.1591,1.7146,122.0,92.0,30.0,"","","",54.0,40.0,14.0,68.0,52.0,16.0,44.26,43.48,46.67,172.22,"",215.41,"",39.74,"",525.23,16.2271,632.42,"",218.97,"",108.11,4.1081,105.36,"",117.08,"",4.8583,6.0025,1.8703,8680.54,8680.54,778.36,174.4017,"","",30.61,"","",258.21,258.21,173.26,10.6412,"","",3.51,"","",80.0,96.0,31.0,161.0,"","",16.0,"","",20.76,19.99,1.9,209.9114,198.1843,11.9231,"","","","",8129.48,"","","","","",0.0,"0天",15937.0,159.37,21751.16,222.93,21751.16,222.93,222.93,"36天",1374.49,13.7449,2786.67,27.8667,2786.67,27.8667,2.4293,12104.85,"","","","Rank 91.",55.0,89.0,9.0,3.0,4.0,3.0
20991.14,209.9114,2786.67,27.8667,122.0,44.26,"54/122",4.134,10000.0,"","",20991.14,209.9114,19818.43,198.1843,1192.31,11.9231,28362.54,283.6254,25297.0,"",3065.54,"",7351.8,73.518,5478.57,"",1873.23,"",4.134,4.6174,1.6365,442.39,"","",172.22,215.41,39.74,72829.0,728.29,728.29,-51837.86,1.1591,1.7146,122.0,92.0,30.0,"","","",54.0,40.0,14.0,68.0,52.0,16.0,44.26,43.48,46.67,172.22,"",215.41,"",39.74,"",525.23,16.2271,632.42,"",218.97,"",108.11,4.1081,105.36,"",117.08,"",4.8583,6.0025,1.8703,8680.54,8680.54,778.36,174.4017,"","",30.61,"","",258.21,258.21,173.26,10.6412,"","",3.51,"","",80.0,96.0,31.0,161.0,"","",16.0,"","",20.76,19.99,1.9,209.9114,198.1843,11.9231,"","","","",8129.48,"","","","","",0.0,"0天",15937.0,159.37,21751.16,222.93,21751.16,222.93,222.93,"36天",1374.49,13.7449,2786.67,27.8667,2786.67,27.8667,2.4293,12104.85,"","","","Rank 92.",55.0,89.0,9.0,3.0,4.0,3.0
20991.14,209.9114,2786.67,27.8667,122.0,44.26,"54/122",4.134,10000.0,"","",20991.14,209.9114,19818.43,198.1843,1192.31,11.9231,28362.54,283.6254,25297.0,"",3065.54,"",7351.8,73.518,5478.57,"",1873.23,"",4.134,4.6174,1.6365,442.39,"","",172.22,215.41,39.74,72829.0,728.29,728.29,-51837.86,1.1591,1.7146,122.0,92.0,30.0,"","","",54.0,40.0,14.0,68.0,52.0,16.0,44.26,43.48,46.67,172.22,"",215.41,"",39.74,"",525.23,16.2271,632.42,"",218.97,"",108.11,4.1081,105.36,"",117.08,"",4.8583,6.0025,1.8703,8680.54,8680.54,778.36,174.4017,"","",30.61,"","",258.21,258.21,173.26,10.6412,"","",3.51,"","",80.0,96.0,31.0,161.0,"","",16.0,"","",20.76,19.99,1.9,209.9114,198.1843,11.9231,"","","","",8129.48,"","","","","",0.0,"0天",15937.0,159.37,21751.16,222.93,21751.16,222.93,222.93,"36天",1374.49,13.7449,2786.67,27.8667,2786.67,27.8667,2.4293,12104.85,"","","","Rank 93.",55.0,89.0,9.0,3.0,4.0,3.0
20991.14,209.9114,2786.67,27.8667,122.0,44.26,"54/122",4.134,10000.0,"","",20991.14,209.9114,19818.43,198.1843,1192.31,11.9231,28362.54,283.6254,25297.0,"",3065.54,"",7351.8,73.518,5478.57,"",1873.23,"",4.134,4.6174,1.6365,442.39,"","",172.22,215.41,39.74,72829.0,728.29,728.29,-51837.86,1.1591,1.7146,122.0,92.0,30.0,"","","",54.0,40.0,14.0,68.0,52.0,16.0,44.26,43.48,46.67,172.22,"",215.41,"",39.74,"",525.23,16.2271,632.42,"",218.97,"",108.11,4.1081,105.36,"",117.08,"",4.8583,6.0025,1.8703,8680.54,8680.54,778.36,174.4017,"","",30.61,"","",258.21,258.21,173.26,10.6412,"","",3.51,"","",80.0,96.0,31.0,161.0,"","",16.0,"","",20.76,19.99,1.9,209.9114,198.1843,11.9231,"","","","",8129.48,"","","","","",0.0,"0天",15937.0,159.37,21751.16,222.93,21751.16,222.93,222.93,"36天",1374.49,13.7449,2786.67,27.8667,2786.67,27.8667,2.4293,12104.85,"","","","Rank 94.",55.0,89.0,9.0,3.0,4.0,3.0
20909.25,209.0925,2848.41,28.4841,119.0,41.18,"49/119",4.1599,10000.0,"","",20909.25,209.0925,19818.43,198.1843,1110.09,11.1009,28199.2,281.992,25297.0,"",2902.2,"",7270.68,72.7068,5478.57,"",1792.11,"",4.1599,4.6174,1.6194,431.22,"","",175.87,215.41,41.12,72829.0,728.29,728.29,-51919.75,1.154,1.7067,119.0,92.0,27.0,"","","",49.0,40.0,9.0,70.0,52.0,18.0,41.18,43.48,33.33,175.87,"",215.41,"",41.12,"",575.49,17.5831,632.42,"",322.47,"",103.87,3.9495,105.36,"",99.56,"",5.5405,6.0025,3.239,8680.54,8680.54,1200.36,174.4017,"","",30.78,"","",258.21,258.21,173.26,10.6412,"","",3.55,"","",87.0,96.0,57.0,188.0,"","",16.0,"","",20.71,19.99,1.77,209.0925,198.1843,11.1009,"","","","",8097.77,"","","","","",0.0,"0天",15801.0,158.01,21698.09,222.38,21698.09,222.38,222.38,"40天",1404.1,14.041,2848.41,28.4841,2848.41,28.4841,2.4293,11915.68,"","","","Rank 95.",55.0,89.0,9.0,5.0,4.0,3.0
20954.31,209.5431,2860.34,28.6034,125.0,42.4,"53/125",4.0019,10000.0,"","",20954.31,209.5431,19955.64,199.5564,1018.43,10.1843,28388.66,283.8866,25592.42,"",2796.24,"",7414.59,74.1459,5636.78,"",1777.81,"",4.0019,4.5403,1.5729,445.55,"","",167.79,205.73,36.37,72829.0,728.29,728.29,-51874.69,1.152,1.7057,125.0,97.0,28.0,"","","",53.0,41.0,12.0,72.0,56.0,16.0,42.4,42.27,42.86,167.79,"",205.73,"",36.37,"",535.64,16.5869,624.21,"",233.02,"",102.98,3.9422,100.66,"",111.11,"",5.2014,6.2012,2.0972,8680.54,8680.54,1209.56,174.4017,"","",30.58,"","",258.21,258.21,173.26,9.4743,"","",3.48,"","",80.0,92.0,40.0,168.0,"","",16.0,"","",20.74,20.08,1.63,209.5431,199.5564,10.1843,"","","","",8115.22,"","","","","",0.0,"0天",15883.0,158.83,21733.95,222.75,21733.95,222.75,222.75,"42天",1451.76,14.5176,2860.34,28.6034,2860.34,28.6034,2.4293,12125.21,"","","","Rank 96.",55.0,89.0,9.0,4.0,3.0,4.0
20846.76,208.4676,2856.18,28.5618,118.0,40.68,"48/118",4.1944,10000.0,"","",20846.76,208.4676,19818.43,198.1843,1047.52,10.4752,28045.45,280.4545,25297.0,"",2748.45,"",7179.5,71.795,5478.57,"",1700.93,"",4.1944,4.6174,1.6159,427.99,"","",176.83,215.41,40.29,72829.0,728.29,728.29,-51982.24,1.1508,1.7017,118.0,92.0,26.0,"","","",48.0,40.0,8.0,70.0,52.0,18.0,40.68,43.48,30.77,176.83,"",215.41,"",40.29,"",584.28,17.8403,632.42,"",343.56,"",102.56,3.9013,105.36,"",94.5,"",5.697,6.0025,3.6356,8680.54,8680.54,1190.93,174.4017,"","",30.95,"","",258.21,258.21,173.26,10.6412,"","",3.6,"","",90.0,96.0,67.0,195.0,"","",17.0,"","",20.67,19.99,1.68,208.4676,198.1843,10.4752,"","","","",8073.57,"","","","","",0.0,"0天",15704.0,157.04,21537.54,220.74,21537.54,220.74,220.74,"40天",1426.95,14.2695,2856.18,28.5618,2856.18,28.5618,2.4293,11891.86,"","","","Rank 97.",55.0,89.0,9.0,6.0,4.0,3.0
20846.76,208.4676,2856.18,28.5618,118.0,40.68,"48/118",4.1944,10000.0,"","",20846.76,208.4676,19818.43,198.1843,1047.52,10.4752,28045.45,280.4545,25297.0,"",2748.45,"",7179.5,71.795,5478.57,"",1700.93,"",4.1944,4.6174,1.6159,427.99,"","",176.83,215.41,40.29,72829.0,728.29,728.29,-51982.24,1.1508,1.7017,118.0,92.0,26.0,"","","",48.0,40.0,8.0,70.0,52.0,18.0,40.68,43.48,30.77,176.83,"",215.41,"",40.29,"",584.28,17.8403,632.42,"",343.56,"",102.56,3.9013,105.36,"",94.5,"",5.697,6.0025,3.6356,8680.54,8680.54,1190.93,174.4017,"","",30.95,"","",258.21,258.21,173.26,10.6412,"","",3.6,"","",90.0,96.0,67.0,195.0,"","",17.0,"","",20.67,19.99,1.68,208.4676,198.1843,10.4752,"","","","",8073.57,"","","","","",0.0,"0天",15704.0,157.04,21537.54,220.74,21537.54,220.74,220.74,"40天",1426.95,14.2695,2856.18,28.5618,2856.18,28.5618,2.4293,11891.86,"","","","Rank 98.",55.0,89.0,9.0,6.0,4.0,3.0
