"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期长度（K线数）","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
366712.11,1466.85,4907.58,4.49,89,55.06,"49/89",18.149,25000,0,0,366712.11,1466.85,358706.2,1434.82,8005.91,32.02,388095.62,1552.38,376325.36,1505.3,11770.27,47.08,21383.51,85.53,17619.15,70.48,3764.36,15.06,18.149,21.359,3.127,2120.79,1849.63,271.16,4120.36,5052.2,444.77,211392.8,845.57,845.57,155319.31,0.126,38.038,89,71,18,0,0,0,49,39,10,40,32,8,55.06,54.93,55.56,4120.36,12.6,5052.2,14.99,444.77,3.17,7920.32,25.78,9649.37,30.17,1177.03,8.65,534.59,3.55,550.6,3.52,470.54,3.69,14.816,17.525,2.501,192276.56,192276.56,3893.26,378.51,378.51,25.21,49.54,51.09,33.08,1524.55,1524.55,626.95,8.59,8.59,4.13,7.13,8.65,16.65,127,151,31,212,254,49,22,26,8,53.72,53.22,4.44,1466.85,1434.82,32.02,9195.63,3987.89,3900.83,87.06,24053.78,23528.65,1276.96,331.75,4288.05,0.001,0,136,34959.72,139.84,284324.04,1137.3,375361.29,93.86,1501.45,72,1832.7,7.33,4555.05,18.22,4907.58,4.49,19.63,74.72,1.4,3.8,5.2,"Changed ""S1周期（短周期）"": 89 => 55.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
352003.63,1408.01,6326.5,3.52,119,48.74,"58/119",12.625,25000,0,0,352003.63,1408.01,341790.01,1367.16,10213.62,40.85,382282.86,1529.13,365000.64,1460,17282.21,69.13,30279.22,121.12,23210.64,92.84,7068.59,28.27,12.625,15.726,2.445,2452.72,2044.16,408.57,2958.01,4021.06,300.4,234284.66,937.14,937.14,117718.97,0.123,28.449,119,85,34,0,0,0,58,43,15,61,42,19,48.74,50.59,44.12,2958.01,9.62,4021.06,12.55,300.4,2.27,6591.08,23.68,8488.39,28.46,1152.15,9.96,496.38,3.76,552.63,3.74,372.03,3.8,13.278,15.36,3.097,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.04,50.31,28.85,1642.19,1642.19,646.33,11.98,9.63,11.98,5.42,7.08,9.14,105,132,38,192,238,59,23,24,22,52.8,52.15,5.5,1408.01,1367.16,40.85,10409.15,3381.68,3283.55,98.12,21435.04,20813.09,1580.24,330.06,4082.65,0.001,0,137,37366.51,149.47,273043.08,1092.17,359848.29,93.69,1439.39,99,2361.18,9.44,5364.78,21.46,6326.5,3.52,25.31,55.64,1.4,2.9,4.4,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
349282.91,1397.13,4848.71,3.24,98,54.08,"53/98",16.569,25000,0,0,349282.91,1397.13,339633.13,1358.53,9649.78,38.6,371717.03,1486.87,357350.39,1429.4,14366.64,57.47,22434.12,89.74,17717.25,70.87,4716.87,18.87,16.569,20.17,3.046,2140.52,1814.43,326.09,3564.11,4783.57,357.4,211398.39,845.59,845.59,137884.52,0.124,32.161,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3564.11,11.63,4783.57,14.89,357.4,3.06,7013.53,24.55,9162.83,30.01,1026.19,9.35,498.54,3.59,553.66,3.54,362.84,3.71,14.068,16.549,2.828,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.1,50.03,27.44,1463.57,1463.57,607.95,8.59,8.59,6.12,6.52,8.26,12.89,118,151,31,200,254,50,22,26,11,52.63,52.01,5.23,1397.13,1358.53,38.6,8890.41,3928.76,3820.22,108.54,23865.15,23205.82,1587.26,320.5,4041.7,0.001,0,136,33464.91,133.86,267967.23,1071.87,356514.74,93.61,1426.06,72,1880.59,7.52,4489.58,17.96,4848.71,3.24,19.39,72.04,1.4,3.2,4.6,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
368089,1472.36,4907.58,4.49,98,54.08,"53/98",17.297,25000,0,0,368089,1472.36,358706.2,1434.82,9382.79,37.53,390674.92,1562.7,376325.36,1505.3,14349.56,57.4,22585.92,90.34,17619.15,70.48,4966.77,19.87,17.297,21.359,2.889,2179.61,1849.63,329.98,3756.01,5052.2,347.51,211389.57,845.56,845.56,156699.43,0.126,37.689,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3756.01,11.67,5052.2,14.99,347.51,2.96,7371.22,24.67,9649.37,30.17,1024.97,9.33,501.91,3.63,550.6,3.52,382.06,3.9,14.686,17.525,2.683,192276.56,192276.56,3893.26,378.51,378.51,25.21,49.22,51.09,27.13,1524.55,1524.55,626.95,8.59,8.59,6.12,6.75,8.65,12.62,118,151,31,200,254,50,21,26,11,53.8,53.22,5.11,1472.36,1434.82,37.53,9195.63,4002.87,3900.83,102.04,24144.09,23528.65,1496.57,332.72,4288.05,0.001,0,120,35148.87,140.6,284324.04,1137.3,376164.92,93.87,1504.66,90,1892.85,7.57,4677,18.71,4907.58,4.49,19.63,75,1.4,2.6,4,"Changed ""S1周期（短周期）"": 89 => 55.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
374123.73,1496.49,6529.85,3.35,121,47.11,"57/121",12.262,25000,0,0,374123.73,1496.49,367452.71,1469.81,6671.02,26.68,407343.36,1629.37,391928.64,1567.71,15414.72,61.66,33219.62,132.88,24475.93,97.9,8743.69,34.97,12.262,16.013,1.763,2570.52,2096.66,473.86,3091.93,4322.97,185.31,234275,937.1,937.1,139848.74,0.124,30.05,121,85,36,0,0,0,57,42,15,64,43,21,47.11,49.41,41.67,3091.93,9.32,4322.97,12.57,185.31,1.65,7146.37,23.98,9331.63,29.23,1027.65,9.29,519.06,3.74,569.21,3.71,416.37,3.81,13.768,16.394,2.468,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.53,51.47,25.26,1733.58,1733.58,728.38,12.11,9.63,12.11,5.22,7.08,8.33,103,132,34,193,242,55,23,24,20,54.17,53.76,3.76,1496.49,1469.81,26.68,10983.65,3406.19,3345.45,60.74,21580.94,21196.13,915.87,348.18,4453.8,0.001,0,134,39740.66,158.96,297876.8,1191.51,387812.37,94.11,1551.25,115,2861.86,11.45,5592.72,22.37,6529.85,3.35,26.12,57.29,1.3,2.1,3.5,"Changed ""追踪止损激活ATR倍数（多头）"": 3 => 3.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
368089,1472.36,4907.58,4.49,98,54.08,"53/98",17.297,25000,0,0,368089,1472.36,358706.2,1434.82,9382.79,37.53,390674.92,1562.7,376325.36,1505.3,14349.56,57.4,22585.92,90.34,17619.15,70.48,4966.77,19.87,17.297,21.359,2.889,2179.61,1849.63,329.98,3756.01,5052.2,347.51,211389.87,845.56,845.56,156699.13,0.126,37.689,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3756.01,11.67,5052.2,14.99,347.51,2.96,7371.22,24.67,9649.37,30.17,1024.97,9.33,501.91,3.63,550.6,3.52,382.06,3.9,14.686,17.525,2.683,192276.56,192276.56,3893.26,378.51,378.51,25.21,49.22,51.09,27.13,1524.55,1524.55,626.95,8.59,8.59,6.12,6.75,8.65,12.62,118,151,31,200,254,50,21,26,11,53.8,53.22,5.11,1472.36,1434.82,37.53,9195.63,4002.87,3900.83,102.04,24144.09,23528.65,1496.57,332.72,4288.05,0.001,0,120,35148.87,140.6,284324.04,1137.3,376164.92,93.87,1504.66,90,1892.85,7.57,4677,18.71,4907.58,4.49,19.63,75,1.4,1.7,3.1,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
349282.91,1397.13,4848.71,3.24,98,54.08,"53/98",16.569,25000,0,0,349282.91,1397.13,339633.13,1358.53,9649.78,38.6,371717.03,1486.87,357350.39,1429.4,14366.64,57.47,22434.12,89.74,17717.25,70.87,4716.87,18.87,16.569,20.17,3.046,2140.52,1814.43,326.09,3564.11,4783.57,357.4,211389.87,845.56,845.56,137893.05,0.124,32.161,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3564.11,11.63,4783.57,14.89,357.4,3.06,7013.53,24.55,9162.83,30.01,1026.19,9.35,498.54,3.59,553.66,3.54,362.84,3.71,14.068,16.549,2.828,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.1,50.03,27.44,1463.57,1463.57,607.95,8.59,8.59,6.12,6.52,8.26,12.89,118,151,31,200,254,50,22,26,11,52.63,52.01,5.23,1397.13,1358.53,38.6,8890.41,3928.76,3820.22,108.54,23865.15,23205.82,1587.26,320.5,4041.7,0.001,0,136,33464.91,133.86,267967.23,1071.87,356514.74,93.61,1426.06,72,1880.59,7.52,4489.58,17.96,4848.71,3.24,19.39,72.04,1.4,5.9,7.3,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
352003.63,1408.01,6326.5,3.52,119,48.74,"58/119",12.625,25000,0,0,352003.63,1408.01,341790.01,1367.16,10213.62,40.85,382282.86,1529.13,365000.64,1460,17282.21,69.13,30279.22,121.12,23210.64,92.84,7068.59,28.27,12.625,15.726,2.445,2452.72,2044.16,408.57,2958.01,4021.06,300.4,234275,937.1,937.1,117728.63,0.123,28.449,119,85,34,0,0,0,58,43,15,61,42,19,48.74,50.59,44.12,2958.01,9.62,4021.06,12.55,300.4,2.27,6591.08,23.68,8488.39,28.46,1152.15,9.96,496.38,3.76,552.63,3.74,372.03,3.8,13.278,15.36,3.097,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.04,50.31,28.85,1642.19,1642.19,646.33,11.98,9.63,11.98,5.42,7.08,9.14,105,132,38,192,238,59,23,24,22,52.8,52.15,5.5,1408.01,1367.16,40.85,10409.15,3381.68,3283.55,98.12,21435.04,20813.09,1580.24,330.06,4082.65,0.001,0,137,37366.51,149.47,273043.08,1092.17,359848.29,93.69,1439.39,99,2361.18,9.44,5364.78,21.46,6326.5,3.52,25.31,55.64,1.4,2.3,3.8,"Changed ""S2周期（长周期）"": 144 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
373048.26,1492.19,6529.85,3.35,110,48.18,"53/110",12.746,25000,0,0,373048.26,1492.19,367452.71,1469.81,5595.55,22.38,404806.6,1619.23,391928.64,1567.71,12877.96,51.51,31758.34,127.03,24475.93,97.9,7282.41,29.13,12.746,16.013,1.768,2506.37,2096.66,409.71,3391.35,4322.97,223.82,234274.67,937.1,937.1,138773.59,0.124,30.265,110,85,25,0,0,0,53,42,11,57,43,14,48.18,49.41,44,3391.35,10.11,4322.97,12.57,223.82,1.76,7637.86,24.96,9331.63,29.23,1170.72,8.65,557.16,3.69,569.21,3.71,520.17,3.64,13.708,16.394,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.84,51.47,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,5.46,7.08,10,110,132,34,202,242,52,24,24,21,54.1,53.76,3.21,1492.19,1469.81,22.38,10983.65,3396.4,3345.45,50.94,21518.9,21196.13,768.22,346.92,4453.8,0.001,0,134,36034.89,144.14,297876.8,1191.51,387310.15,94.1,1549.24,88,2549.72,10.2,5564.28,22.26,6529.85,3.35,26.12,57.13,1.4,3.6,5,"Changed ""最大加仓次数（空头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
366712.11,1466.85,4907.58,4.49,89,55.06,"49/89",18.149,25000,0,0,366712.11,1466.85,358706.2,1434.82,8005.91,32.02,388095.62,1552.38,376325.36,1505.3,11770.27,47.08,21383.51,85.53,17619.15,70.48,3764.36,15.06,18.149,21.359,3.127,2120.79,1849.63,271.16,4120.36,5052.2,444.77,211351.96,845.41,845.41,155360.15,0.126,38.038,89,71,18,0,0,0,49,39,10,40,32,8,55.06,54.93,55.56,4120.36,12.6,5052.2,14.99,444.77,3.17,7920.32,25.78,9649.37,30.17,1177.03,8.65,534.59,3.55,550.6,3.52,470.54,3.69,14.816,17.525,2.501,192276.56,192276.56,3893.26,378.51,378.51,25.21,49.54,51.09,33.08,1524.55,1524.55,626.95,8.59,8.59,4.13,7.13,8.65,16.65,127,151,31,212,254,49,22,26,8,53.72,53.22,4.44,1466.85,1434.82,32.02,9195.63,3987.89,3900.83,87.06,24053.78,23528.65,1276.96,331.75,4288.05,0.001,0,136,34959.72,139.84,284324.04,1137.3,375361.29,93.86,1501.45,72,1832.7,7.33,4555.05,18.22,4907.58,4.49,19.63,74.72,1.4,3,4.4,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
368089,1472.36,4907.58,4.49,98,54.08,"53/98",17.297,25000,0,0,368089,1472.36,358706.2,1434.82,9382.79,37.53,390674.92,1562.7,376325.36,1505.3,14349.56,57.4,22585.92,90.34,17619.15,70.48,4966.77,19.87,17.297,21.359,2.889,2179.61,1849.63,329.98,3756.01,5052.2,347.51,211351.67,845.41,845.41,156737.33,0.126,37.689,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3756.01,11.67,5052.2,14.99,347.51,2.96,7371.22,24.67,9649.37,30.17,1024.97,9.33,501.91,3.63,550.6,3.52,382.06,3.9,14.686,17.525,2.683,192276.56,192276.56,3893.26,378.51,378.51,25.21,49.22,51.09,27.13,1524.55,1524.55,626.95,8.59,8.59,6.12,6.75,8.65,12.62,118,151,31,200,254,50,21,26,11,53.8,53.22,5.11,1472.36,1434.82,37.53,9195.63,4002.87,3900.83,102.04,24144.09,23528.65,1496.57,332.72,4288.05,0.001,0,120,35148.87,140.6,284324.04,1137.3,376164.92,93.87,1504.66,90,1892.85,7.57,4677,18.71,4907.58,4.49,19.63,75,1.4,1.7,3.2,"Changed ""最大加仓次数（空头）"": 0 => 1.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
210329.53,841.32,8032.13,4.53,131,45.8,"60/131",6.73,25000,0,0,210329.53,841.32,203658.51,814.63,6671.02,26.68,247035.85,988.14,231621.13,926.48,15414.72,61.66,36706.32,146.83,27962.62,111.85,8743.69,34.97,6.73,8.283,1.763,2625.81,2151.96,473.86,1605.57,2143.77,185.31,234233.1,936.93,936.93,-23903.57,0.137,11.854,131,95,36,0,0,0,60,45,15,71,50,21,45.8,47.37,41.67,1605.57,5.19,2143.77,6.54,185.31,1.65,4117.26,15.92,5147.14,18.14,1027.65,9.29,516.99,3.87,559.25,3.9,416.37,3.81,7.964,9.204,2.468,94129.45,94129.45,3893.26,183.94,183.94,25.21,38.1,40.64,25.26,1733.58,1733.58,728.38,12.11,9.63,12.11,4.72,6.2,8.33,84,102,34,156,190,55,22,23,20,41.95,41.32,3.76,841.32,814.63,26.68,10915.29,1926.93,1865.81,61.12,12132.64,11747.83,915.87,207.37,2883.16,0.001,0,140,23435.2,93.74,138555.85,554.22,227622.59,90.36,910.49,120,3199.47,12.8,7066.54,28.27,8032.13,4.53,32.13,26.19,1.4,3,4.4,"Changed ""ATR追踪止损倍数（多头）"": 11 => 8.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
150301.25,601.21,7280.88,5.62,92,38.04,"35/92",6.617,25000,0,0,150301.25,601.21,143630.23,574.52,6671.02,26.68,177061.57,708.25,161646.85,646.59,15414.72,61.66,26760.32,107.04,18016.63,72.07,8743.69,34.97,6.617,8.972,1.763,1950.8,1476.95,473.86,1633.71,2564.83,185.31,234245.99,936.98,936.98,-83944.74,0.14,9.073,92,56,36,0,0,0,35,20,15,57,36,21,38.04,35.71,41.67,1633.71,4.53,2564.83,6.38,185.31,1.65,5058.9,17,8082.34,22.78,1027.65,9.29,469.48,3.13,500.46,2.73,416.37,3.81,10.776,16.15,2.468,94129.45,94129.45,3893.26,183.94,183.94,25.21,53.16,58.23,25.26,1607.16,1607.16,728.38,12.11,4.13,12.11,6.01,8.92,8.33,75,100,34,156,232,55,24,27,20,35.57,34.75,3.76,601.21,574.52,26.68,9228.23,1628.71,1556.42,72.29,9351.97,8936.89,915.87,150.83,1947.35,0.001,0,172,22110.48,88.44,104820.74,419.28,158012.5,86.52,632.05,118,2210.98,8.84,6315.3,25.26,7280.88,5.62,29.12,20.64,1.4,3,4.4,"Changed ""最大加仓次数（多头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,3,true,3,4,true,true,0,1,0.5,144,"RMA",576,"RMA"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellow filtered results of tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208241.35,832.97,5655.2,4.49,98,52.04,"51/98",9.304,25000,0,0,208241.35,832.97,200235.44,800.94,8005.91,32.02,233317.89,933.27,221547.62,886.19,11770.27,47.08,25076.53,100.31,21312.18,85.25,3764.36,15.06,9.304,10.395,3.127,2170.22,1899.07,271.16,2124.91,2502.94,444.77,211296.13,845.18,845.18,-3054.78,0.141,14.289,98,80,18,0,0,0,51,41,10,47,39,8,52.04,51.25,55.56,2124.91,7.02,2502.94,7.88,444.77,3.17,4574.86,16.92,5403.6,18.94,1177.03,8.65,533.54,3.73,546.47,3.74,470.54,3.69,8.574,9.888,2.501,88852.82,88852.82,3893.26,174.91,174.91,25.21,38.08,40.11,33.08,1524.55,1524.55,626.95,8.68,8.68,4.13,6.08,7.15,16.65,99,115,31,171,201,49,21,23,8,41.76,40.98,4.44,832.97,800.94,32.02,8431.06,2469.93,2374.97,94.96,13659.19,13134.06,1276.96,194.87,2775.86,0.001,0,129,20752.23,83.01,130932.3,523.73,220494.94,89.98,881.98,86,2141.91,8.57,5249.62,21,5655.2,4.49,22.62,36.82,1.3,5.9,7.2,"Error for Changed ""追踪止损激活ATR倍数（多头）"": 3 => 3.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
363604.34,1454.42,5479.54,4.49,85,51.76,"44/85",18.652,25000,0,0,363604.34,1454.42,358706.2,1434.82,4898.13,19.59,384202.41,1536.81,376325.36,1505.3,7877.06,31.51,20598.08,82.39,17619.15,70.48,2978.92,11.92,18.652,21.359,2.644,2057.66,1849.63,208.03,4277.7,5052.2,349.87,211349.61,845.4,845.4,152254.73,0.125,36.712,85,71,14,0,0,0,44,39,5,41,32,9,51.76,54.93,35.71,4277.7,13.09,5052.2,14.99,349.87,3.45,8731.87,28.4,9649.37,30.17,1575.41,14.53,502.39,3.34,550.6,3.52,330.99,2.71,17.381,17.525,4.76,192276.56,192276.56,4022.68,378.51,378.51,51.32,50.05,51.09,51.07,1524.55,1524.55,626.95,8.59,8.59,4.13,7.4,8.65,21.05,144,151,106,253,254,244,26,26,29,53.53,53.22,2.84,1454.42,1434.82,19.59,9767.59,3722.56,3672.41,50.15,23849.93,23528.65,781.26,337.45,4288.05,0.001,0,130,37852.42,151.41,284324.04,1137.3,373773.09,93.83,1495.09,79,1942.47,7.77,5301.28,21.21,5479.54,4.49,21.92,66.36,1.4,6,7.4,"Error for Changed ""ATR追踪止损倍数（空头）"": 6 => 6.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,5,true,true,1,0,0.5,144,"RMA",576,"RMA"
364765.12,1459.06,6339.2,2.63,103,48.54,"50/103",13.299,25000,0,0,364765.12,1459.06,360929.03,1443.72,3836.09,15.34,394422.92,1577.69,383783.66,1535.13,10639.26,42.56,29657.8,118.63,22854.63,91.42,6803.17,27.21,13.299,16.792,1.564,2330.22,1936.96,393.26,3541.41,4568.72,159.84,234244.06,936.98,936.98,130521.06,0.123,31.877,103,79,24,0,0,0,50,40,10,53,39,14,48.54,50.63,41.67,3541.41,10.41,4568.72,13.19,159.84,1.27,7888.46,25.48,9594.59,29.89,1063.93,7.83,559.58,3.79,586.02,3.93,485.94,3.41,14.097,16.373,2.189,201738.51,201738.51,3390.95,394.23,394.23,22.21,51.15,52.57,31.87,1733.58,1733.58,728.38,9.05,9.05,4.13,5.85,7.59,10.71,119,142,42,221,258,75,22,23,19,53.6,53.36,2.26,1459.06,1443.72,15.34,10718.25,3403.22,3367.43,35.79,21041.1,20819.82,526.66,341.22,4379.05,0.001,0,166,42473.16,169.89,292656.18,1170.62,376605.27,93.87,1506.42,108,2516.58,10.07,5373.63,21.49,6339.2,2.63,25.36,57.54,1.4,5.9,7.3,"Error for Changed ""追踪止损激活ATR倍数（空头）"": 4 => 4.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
